rural_or_urban,State Name,District Name,Block/Tehsil Name,Village Name,town_municipalty_name,ward_name,si_no_of_water_body_within_village_town,unique_id,water_body_name,basin_name,sub_basin_name,ref_water_body_type_id_name,nature_of_storage,khasra_number,latitude_dec,longitude_dec,water_body_loc_name,water_body_ownership_name,ref_water_body_in_use_id_name,ref_reason_water_body_in_use_id1_name,cca_water_body,ipc_water_body,scheme_status_reason_name,water_body_nature_name,manmade_water_body_type_name,construcion_year,construction_cost,renovation_year,renovation_cost,ref_water_body_under_repair_renovation_restoration_id_name,scheme_under_revival_is_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,target_potential_revival,irrigation_potential_revived,water_spread_area_of_water_body,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage_name,filled_up_storage_space_name,no_town_cities_benefited,no_villages_benefited,no_people_benefited_by_water_body,ref_selection_id_wua_exists_name,extent_of_area_covered_by_wua,number_of_wua_formed,ref_selection_id_dip_sip_exists_name,ref_selection_id_water_body_encroached_name,ref_selection_id_encroachment_assessed_name,area_encroached_percentage,reason_water_body_in_use_name2,reason_water_body_in_use_name3
Rural,DELHI,NORTH EAST,SEELAMPUR,GARHI MANDO,NA,NA,1,1/33/002/000006/000087/001,NA,Ganga Basin,Yamuna Middle,Ponds,NA,NA,28.694722,77.242778,Flood prone,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,2.709,1,27097,1,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,SEELAMPUR,GHOGDA GUJRAN BANGAR,NA,NA,1,1/33/002/000006/000089/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.694722,77.270000,Others,Other private body,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,BHAKTAWAR PUR,NA,NA,5,1/33/001/000001/000003/005,Bakhtawarpur Water Body,Ganga Basin,Yamuna Middle,Others,No Storage Colony Developed,111 (04-18),28.821111,77.172778,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,Yes,100,NA,NA
Urban,DELHI,EAST,NA,NA,EAST DELHI MUNICIPAL CORPORATION,TRILOKPURI-EAST,1,2/33/008/276400/000058/001,NA,NA,NA,Others,NIL,NA,28.612778,77.301667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,KARAWAL NAGAR,SADAT PUR GUJRAN,NA,NA,1,1/33/002/000004/000077/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.723889,77.264167,Others,Other private body,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Urban,DELHI,CENTRAL,NA,NA,NORTH DELHI MUNICIPAL CORPORATION,BURARI,6,2/33/010/276401/000016/006,Kamalpur Majra,Ganga Basin,Yamuna Middle,Ponds,NA,"151/1, 4/4, 25/1, 6/1. 7/2, & 8/1",28.751667,77.191944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.72,2,14400,14400,Upto 1/2,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Urban,DELHI,CENTRAL,NA,NA,NORTH DELHI MUNICIPAL CORPORATION,DELHI GATE,3,2/33/010/276401/000019/003,SHAKTI STHAL LAKE,NA,NA,Lakes,NA,NIL,28.643333,77.246944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2000,1800,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,HAUZ KHAS,NA,NA,1,1/33/004/000012/000160/001,Hauz Khas Pond,NA,NA,Ponds,NA,150-158,28.553889,77.192222,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,80000,80000,Upto 3/4,Usually filled up,1,1,50,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,3,1/33/004/000011/000140/003,aSOLA,NA,NA,Ponds,NA,NA,28.458611,77.181944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.15,5,40000,5000,Upto 1/2,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,SHEKH SARAI,NA,NA,1,1/33/004/000012/000164/001,COLONY DEVELOPED ,NA,NA,Others,NO,NA,28.537778,77.216944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,SHAHPUR JAT,NA,NA,2,1/33/004/000012/000158/002,DEVELOPED PARK BY DDA,NA,NA,Others,NO,NA,28.544444,77.213056,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,JASOLA,NA,NA,1,1/33/006/000016/000247/001,Jasola ,NA,NA,Tank,NA,479/66(1-2),28.548333,77.275833,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5,5000,Full,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,YUSUF SARAI,NA,NA,1,1/33/004/000012/000154/001,Park in said area,NA,NA,Others,Park exist,Yusuf Sarai F/66,28.561944,77.203889,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,FATHERPUR BERI,NA,NA,1,1/33/004/000010/000132/001,FATEHPUR BERI,NA,NA,Ponds,NA,691,28.458889,77.176944,Others,Other Govt.Agency,No,NA,NA,NA,Siltation,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,8100,100,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,FATHERPUR BERI,NA,NA,2,1/33/004/000010/000132/002,jHOD,NA,NA,Ponds,NA,1187,28.443611,77.179444,Others,Other Govt.Agency,No,NA,NA,NA,Siltation,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2400,100,Upto 1/2,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,AYA NAGAR,NA,NA,1,1/33/004/000010/000129/001,Shiv Hansa Chowk Jhod,NA,NA,Ponds,NA,1575(21-00),28.470556,77.128611,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1,1,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,CHANDAN HULLA,NA,NA,1,1/33/004/000010/000130/001,Chandan hulla Johad,NA,NA,Ponds,NA,160-161,28.468889,77.181944,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,20000,20000,Upto 1/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,10,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,JONA PUR,NA,NA,1,1/33/004/000010/000134/001,Private farm house exist,NA,NA,Others,Farm house exist,"5/15,(2-19),6/11(4-16)",28.473333,77.167222,Others,Individual,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,DEVLI,NA,NA,1,1/33/004/000011/000143/001,Forest area,NA,NA,Others,forest area,71/26(5-16),28.489722,77.220833,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,DEVLI,NA,NA,3,1/33/004/000011/000143/003,Park in said area,NA,NA,Others,Park exist,206(3-5),28.501111,77.230278,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,MAIDAN GARHI,NA,NA,4,1/33/004/000011/000144/004,Maidan Garhi,NA,NA,Others,forest area,NA,28.478611,77.207778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,KATEWARA,NA,NA,5,1/33/001/000003/000051/005,NA,Ganga Basin,Yamuna Upper,Others,Abandoned and encroached,50 (5-09),28.808611,76.968611,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,MUNGESHP UR,NA,NA,5,1/33/001/000003/000055/005,NA,Ganga Basin,Yamuna Upper,Ponds,NA,22/34,28.816667,76.969722,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,9978,7982,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,TIGI PUR,NA,NA,7,1/33/001/000001/000032/007,Tigipur water body ,Ganga Basin,Yamuna Middle,Others,No storage park exists,14/15 (4-16),28.821944,77.188611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NORTH WEST,KANJHAWLA,GHEWRA,NA,NA,2,1/33/003/000007/000096/002,NA,Ganga Basin,Yamuna Upper,Ponds,NA,264,28.695000,76.997222,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,126000,125000,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,JIA SARAI,NA,NA,1,1/33/004/000010/000138/001,Near Metro station,NA,NA,Others,park,74/2,28.546667,77.193889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,Yes,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,JONA PUR,NA,NA,2,1/33/004/000010/000134/002,Kholi dham johad,NA,NA,Ponds,NA,122(15-12),28.465833,77.139444,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,7200,Upto 1/2,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,MANGOLPUR KHURD,NA,NA,2,1/33/003/000008/000114/002,NA,Ganga Basin,Yamuna Upper,Others,Park,2000 Sqm,28.697222,77.096944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,AALI,NA,NA,1,1/33/006/000016/000240/001,Aali,NA,NA,Ponds,NA,NA,28.516944,77.301111,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1000,500,Full,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,DERA MANDI,NA,NA,1,1/33/004/000010/000131/001,DERA MANDI JHOD,NA,NA,Ponds,NA,NA,28.435278,77.179444,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,64400,64400,Full,Usually filled up,1,2,400,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,7,1/33/004/000011/000140/007,aSOLA JHOD,NA,NA,Ponds,NA,1759,28.486667,77.186944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5500,3000,Upto 1/2,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,5,1/33/006/000017/000252/005,Tughlakabad ,NA,NA,Others,Colony Developed and Building exist,NA,28.502500,77.253333,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,MOLAR BAND,NA,NA,1,1/33/006/000016/000243/001,Molar Band ,NA,NA,Others,Colony Developed and Building exist,468/1(3-8),28.501944,77.311944,Others,Group of Individuals,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,JASOLA,NA,NA,2,1/33/006/000016/000247/002,Jasola ,NA,NA,Others,Colony Developed and Building exist,68/2(80-0),28.508333,77.326667,Others,Individual,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,BAHA PUR,NA,NA,2,1/33/006/000017/000250/002,Bahapur,NA,NA,Others,Developed park by DDA,NA,28.559167,77.272500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,BAHA PUR,NA,NA,5,1/33/006/000017/000250/005,Bahapur,NA,NA,Others,Open Land ,NA,28.514444,77.203889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,SARASWATI VIHAR,SAHI PUR,NA,NA,2,1/33/003/000009/000124/002,Village Sahi Pur,Ganga Basin,Yamuna Upper,Others,Park,F/79,28.717500,77.162500,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2001,925000,No,NA,NA,NA,NA,NA,NA,0.001,1,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,SARASWATI VIHAR,HAIDERPUR,NA,NA,4,1/33/003/000009/000123/004,Near VIPS College,NA,NA,Others,Land Encroached,711,28.719722,77.142778,Others,Co-operative,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0.001,1,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH WEST,SARASWATI VIHAR,HAIDERPUR,NA,NA,5,1/33/003/000009/000123/005,Front of VIPS College,Ganga Basin,Yamuna Upper,Ponds,NA,482,28.721389,77.142222,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2005,100000,No,NA,NA,NA,NA,NA,NA,0.001,2,15000,10000,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PATEL NAGAR,KHAYALA,NA,NA,2,1/33/007/000019/000276/002,NA,Ganga Basin,Yamuna Middle,Others,Encroached ,(c)48/27/2(3-1),28.650556,77.102222,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RANGPURI,NA,NA,1,1/33/011/000029/000340/001,mandir wala jhod near mata chowk,Ganga Basin,Yamuna Middle,Ponds,NA,105,28.542500,77.118889,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,100,70,Nil/Negligible filled up,Never filled up,1,1,50,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RANGPURI,NA,NA,3,1/33/011/000029/000340/003,no water body,Ganga Basin,Yamuna Middle,Others,no water body,"1,46,71,491",28.526667,77.113056,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RANGPURI,NA,NA,5,1/33/011/000029/000340/005,PEER BABA WAALI JHOD,Ganga Basin,Yamuna Middle,Ponds,NA,1364/1363,28.534722,77.136389,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,400,200,Full,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,SAMALKA,NA,NA,6,1/33/011/000029/000342/006,NO WATER BODY ,NA,NA,Others,Encroached ,41,28.522222,77.098889,Others,Other private body,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RANGPURI,NA,NA,4,1/33/011/000029/000340/004,VASANT VIHAR VATIKA,Ganga Basin,Yamuna Middle,Ponds,NA,1707,28.533889,77.144444,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,700,600,Upto 1/4,Rarely filled up,1,1,500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,KAPASHERA,NA,NA,2,1/33/005/000014/000212/002,jhod,Ganga Basin,Yamuna Middle,Others,Encroached ,"664/5,664/8",28.526389,77.083333,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,100,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,PALAM,NA,NA,2,1/33/005/000013/000179/002,neae krishna banquet hall palam,Ganga Basin,Yamuna Middle,Ponds,NA,122(21-12),28.589167,77.073333,Others,Muncipal authority,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,825,825,Nil/Negligible filled up,Filled up every year,0,1,1500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,DABRI,NA,NA,1,1/33/005/000013/000181/001,Dabri near durga mata mandir,Ganga Basin,Yamuna Middle,Ponds,NA,38(55-3),28.608056,77.085833,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1987,1987,Nil/Negligible filled up,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,PALAM,NA,NA,5,1/33/005/000013/000179/005,PALAM WATERBODY NEAR MAHARAJA AGERSAIN HOSPITAL,Ganga Basin,Yamuna Middle,Ponds,NA,KHSRA NO.156(2-2),28.593611,77.077500,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2800,2800,Nil/Negligible filled up,Filled up every year,0,1,2600,Not Known,NA,NA,No,No,NA,NA,Domestic/Drinking,NA
Rural,DELHI,SOUH WEST,DWARKA,KAKROLA,NA,NA,7,1/33/005/000013/000173/007,CGSIPU CRICKET GROUND,Ganga Basin,Yamuna Middle,Others,Park exist,122,28.592500,77.013889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,KIRARI SULEMAN NAGAR,NA,NA,2,1/33/003/000008/000113/002,NA,Ganga Basin,Yamuna Upper,Ponds,NA,1270,28.696111,77.060556,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,45503,36402,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Urban,DELHI,CENTRAL,NA,NA,NORTH DELHI MUNICIPAL CORPORATION,DELHI GATE,2,2/33/010/276401/000019/002,SHANTI VAN,NA,NA,Others,NIL,NA,28.651389,77.251944,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,CHIRAG DELHI,NA,NA,1,1/33/004/000012/000159/001,DDA Park developed,NA,NA,Others,no,780/498,28.543056,77.220278,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,DERA MANDI,NA,NA,2,1/33/004/000010/000131/002,JHOD,NA,NA,Ponds,NA,93/2,28.436944,77.141111,Others,Other Govt.Agency,No,NA,NA,NA,Siltation,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5000,100,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,MEETHAPUR,NA,NA,1,1/33/006/000016/000242/001,NHAI Highway,NA,NA,Others,Highway NHAI,NA,28.498333,77.315278,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,5,1/33/004/000011/000140/005,ROAD DRAIN,NA,NA,Others,nALLAH,1457,28.448056,77.188889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,KOTLA MAHIGRAM,NA,NA,1,1/33/006/000016/000248/001,Kotlamahigiran,NA,NA,Others,Barren Land,NA,28.540000,77.291667,Others,Individual,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,KATWARIA SARAI,NA,NA,1,1/33/004/000010/000137/001,MCD PARK,NA,NA,Others,MCD PARK,151,28.540556,77.186389,Others,Muncipal authority,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,MOLAR BAND,NA,NA,2,1/33/006/000016/000243/002,Badarpur NTPC,NA,NA,Others,NTPC,462(8-16),28.503056,77.311389,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1.091,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,TUGLAKABAD,NA,NA,8,1/33/006/000017/000252/008,Tughlakabad ,NA,NA,Others,Building Developed ,NA,28.512778,77.267778,Others,Muncipal authority,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
